Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_173.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_191.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_207.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_223.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_241.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_258.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_276.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_292.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_308.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_324.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_341.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_356.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_374.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_390.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_407.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_423.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_441.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_457.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_473.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_491.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_507.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_524.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_541.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_557.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_574.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_591.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_607.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_623.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_641.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_657.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_674.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_691.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_707.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_724.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_740.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_758.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_774.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_791.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_807.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_823.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_840.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_858.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_873.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_890.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_907.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_924.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_940.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_957.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_974.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_35_990.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_007.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_025.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_041.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_059.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_074.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_090.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_107.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_124.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_140.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_157.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_177.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_190.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_207.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_225.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_245.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_259.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_277.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_293.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_309.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_327.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_343.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_359.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_375.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_392.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_408.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_425.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_441.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_458.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_475.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_492.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_509.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_527.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_543.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_559.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_577.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_593.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_609.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_625.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_643.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_659.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_675.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_694.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_710.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_726.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_743.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_759.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_777.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_793.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_809.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_826.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_842.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_859.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_875.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_892.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_909.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_925.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_943.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_958.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_977.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_36_994.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_010.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_026.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_043.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_059.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_077.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_093.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_109.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_125.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_143.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_159.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_175.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_193.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_209.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_226.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_243.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_259.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_280.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_292.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_310.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_325.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
D:\Udacity\Robotics\RoboND-Python-StarterKit\RoboND-Rover-Project\generated_dataset\IMG\robocam_2017_06_17_22_57_37_342.jpg;0;0;0;0;127.223;120.3305;358.9272;83.20947;0.1193147
